,CHLA,ALK,TDP,TDN,K,MG,SRSI,MN,CL,FE,SO4,DOC,NO3,PARTN,NA,COND,NH3,DIC,PARTP,PH,CA,NO2,PARTC,SECCHI_DEPTHS,MEAN_DAILY_DISCHARGE,clusters
385,1.6475,0.0,18.115,765.5,0.74,0.33,4.323,0.0,0.12,0.505,0.215,2635.0,0.0,47.8,0.795,30.2,126.0,230.5,7.5,4.26,0.965,2.0,608.75,4.25,0.004,1
386,1.6475,17.6,8.62,424.0,0.11,0.42,3.303,0.0,0.1,0.26,1.29,1471.0,14.0,23.6,0.81,18.0,22.0,234.0,3.0,4.97,1.42,1.0,292.3,4.25,0.004,2
387,1.94,160.0,2.333,264.0,0.39,0.74,2.442,0.0,0.25,0.0,1.75,618.0,1.0,48.5,1.13,25.125,11.0,161.0,5.0,7.14,2.74,1.0,477.8,2.5,0.004,0
388,1.42,121.4,2.333,230.0,0.32,0.72,0.599,0.0,0.19,0.0,1.17,558.0,1.0,48.9,0.66,25.125,8.0,122.0,4.0,7.23,1.89,0.0,478.2,4.25,0.004,0
389,1.6475,169.4,8.775,529.0,0.3,0.91,5.22,0.0,0.1,0.49,0.93,1672.0,13.0,11.3,1.69,26.0,17.0,263.0,3.0,6.33,3.51,1.0,206.8,4.25,0.004,3
390,1.6475,0.0,15.925,726.0,0.72,0.37,4.715,0.0,0.11,0.56,0.17,1455.0,0.0,24.4,0.87,30.2,110.0,304.0,4.0,4.4,1.11,0.0,382.8,4.25,0.004,2
391,1.6475,27.0,5.567,454.5,0.08,0.435,3.98,0.0,0.1,0.345,1.2,1112.5,19.0,0.0,0.865,17.85,17.5,327.5,2.5,5.05,1.495,1.0,189.85,4.25,0.004,2
392,1.6475,161.2,0.159,246.0,0.38,0.73,2.41,0.0,0.23,0.0,1.74,603.0,0.0,57.7,1.11,23.9,7.0,162.0,4.0,7.19,2.71,0.0,482.9,4.25,0.004,0
393,0.76,177.2,2.89,218.0,0.38,0.62,0.576,0.0,0.22,0.0,1.43,365.0,0.0,29.4,0.75,25.125,1.0,186.0,4.0,7.39,2.83,0.0,322.6,4.25,0.004,0
394,1.6475,240.15,12.3355,541.5,0.365,1.14,5.297,0.0,0.13,0.52,0.915,1556.0,22.0,67.0,1.95,32.125,17.5,316.0,3.5,6.53,4.245,1.0,294.55,4.25,0.004,3
395,1.6475,0.0,19.966,887.0,0.79,0.44,5.216,0.0,0.12,0.63,0.11,3006.0,3.0,39.15,0.95,30.75,164.0,297.0,4.0,4.35,1.34,0.0,450.7,4.25,0.004,1
396,1.6475,27.4,9.373,582.0,0.12,0.46,3.929,0.0,0.07,0.42,0.81,1660.0,18.0,39.15,0.9,18.25,20.0,435.0,3.0,5.07,1.66,1.0,334.6,4.25,0.004,2
397,1.6475,157.6,2.191,236.0,0.42,0.77,2.364,0.0,0.24,0.04,1.76,608.0,0.0,39.15,1.14,24.5,16.0,156.0,3.0,7.22,2.76,0.0,481.5,4.25,0.004,0
398,0.98,160.6,2.729,241.0,0.41,0.75,0.41,0.0,0.24,0.0,1.77,600.0,5.0,39.15,1.13,25.125,12.0,164.0,4.0,7.12,2.76,1.0,426.6,4.0,0.004,0
399,1.47,120.8,2.963,243.0,0.35,0.73,0.562,0.0,0.2,0.0,1.15,521.0,1.0,34.2,0.67,25.125,9.0,118.0,3.0,6.8,1.89,1.0,415.3,4.25,0.004,0
400,1.6475,257.0,15.258,731.0,0.25,1.21,5.321,0.0,0.11,0.65,0.71,1850.0,24.0,11.9,1.98,33.5,17.0,340.0,3.0,6.43,4.66,2.0,282.5,4.25,0.004,3
401,1.6475,0.0,17.6085,944.0,0.78,0.49,5.108,0.0153,0.115,0.645,0.08,3403.5,0.0,26.8,0.99,32.05,117.0,312.0,3.5,4.3,1.455,2.0,391.65,4.25,0.004,1
402,1.6475,43.8,9.834,651.0,0.11,0.5,2.633,0.0,0.12,0.53,0.54,1854.0,2.0,23.7,0.95,19.0,15.0,445.0,3.0,5.07,1.78,2.0,303.4,4.25,0.004,2
403,1.6475,160.2,2.782,264.0,0.42,0.74,2.357,0.0,0.24,0.0,1.75,602.0,0.0,44.2,1.12,24.4,10.0,166.0,5.0,7.17,2.75,2.0,458.6,4.25,0.004,0
404,0.87,171.0,2.033,152.0,0.4,0.63,0.538,0.0,0.21,0.0,1.44,339.0,0.0,30.5,0.75,25.125,16.0,183.0,3.0,7.37,2.89,1.0,363.4,5.25,0.004,0
405,1.6475,50.8,12.727,571.0,0.12,0.49,2.409,0.0,0.15,0.49,0.59,1759.0,1.0,81.6,0.96,17.5,16.0,345.0,7.0,5.23,1.73,0.0,691.0,4.25,0.004,2
406,1.6475,160.6,1.41,230.0,0.41,0.74,2.585,0.0,0.26,0.0,1.76,624.0,0.0,43.4,1.13,24.75,13.0,156.0,2.0,7.28,2.72,0.0,533.5,4.25,0.004,0
407,1.5,161.8,3.501,250.0,0.41,0.75,2.354,0.0,0.25,0.0,1.77,618.0,0.0,33.3,1.18,25.125,17.0,160.0,2.0,7.25,2.8,0.0,407.9,4.25,0.004,0
408,1.6475,255.8,24.71,664.0,0.3,1.28,5.68,0.0,0.15,0.86,0.53,1975.0,54.0,33.6,1.92,34.3,37.0,325.0,5.0,6.41,5.06,1.0,333.6,4.25,0.004,3
409,1.6475,0.0,14.9565,719.0,0.645,0.535,4.815,0.01695,0.105,0.71,0.05,3551.5,0.0,27.1,0.985,35.1,64.0,315.0,4.5,4.26,1.635,3.0,314.45,4.25,0.004,1
410,1.6475,20.2,9.357,542.0,0.07,0.49,4.156,0.0,0.14,0.58,0.45,1998.0,0.0,27.4,0.93,18.2,14.0,413.0,4.0,4.95,1.83,0.0,314.7,4.25,0.004,2
411,1.6475,157.4,1.772,237.0,0.41,0.74,2.331,0.0,0.25,0.0,1.74,619.0,1.0,90.3,1.14,24.5,4.0,152.0,4.0,7.26,2.79,1.0,737.0,4.25,0.004,0
412,0.89,198.0,2.842,176.0,0.39,0.62,0.492,0.0,0.2,0.0,1.43,335.0,0.0,40.5,0.74,25.125,14.0,177.0,5.0,7.42,2.85,3.0,492.1,4.25,0.004,0
413,1.6475,370.55,12.3745,775.0,0.285,1.26,6.1505,0.0325,0.145,0.92,0.505,1939.5,38.0,56.5,1.885,38.25,23.5,451.5,7.0,6.31,5.345,0.0,768.0,4.25,0.004,3
414,1.6475,15.0,21.358,896.0,0.68,0.56,5.079,0.0174,0.15,0.81,0.06,3806.0,0.0,32.6,1.07,36.0,59.0,325.0,5.0,4.24,1.84,0.0,305.4,4.25,0.004,1
415,1.6475,100.0,10.65,631.0,0.04,0.47,4.289,0.0,0.14,0.61,0.4,1915.0,3.0,18.8,0.91,19.3,0.0,479.0,3.0,5.04,1.87,0.0,275.1,4.25,0.004,2
416,1.6475,194.0,2.847,265.0,0.37,0.71,2.308,0.0,0.24,0.0,1.74,616.0,1.0,56.4,1.09,24.5,0.0,151.0,3.0,7.32,2.81,0.0,481.3,4.25,0.004,0
417,1.94,192.0,1.059,249.0,0.395,0.71,2.308,0.0,0.26,0.0,1.745,612.0,1.0,55.8,1.09,25.125,7.0,159.0,4.5,7.2,2.835,0.0,461.05,4.25,0.004,0
418,1.115,165.0,1.53,257.5,0.335,0.7,0.5175,0.0,0.205,0.0,1.15,527.0,0.0,37.4,0.645,25.125,6.0,133.5,3.0,7.17,1.985,0.0,449.15,4.25,0.004,0
419,1.6475,209.5,2.0425,256.5,0.385,0.69,1.1595,0.0,0.245,0.0,1.76,605.0,0.0,46.15,1.085,0.805,8.5,169.0,3.5,7.28,2.86,0.0,494.1,4.25,0.004,0
420,0.795,179.8,1.5365,216.0,0.38,0.57,0.462,0.0,0.18,0.0,1.47,335.5,0.0,104.65,0.73,25.125,19.0,190.5,4.0,7.39,2.99,0.0,952.9,4.25,0.004,0
421,1.82,196.0,1.111,275.0,0.41,0.77,2.3,0.0,0.23,0.0,1.9,587.0,0.0,64.3,1.15,25.125,25.0,160.0,4.0,7.21,2.81,1.0,504.0,4.25,0.004,0
422,1.04,173.0,2.689,238.0,0.34,0.75,0.512,0.0,0.17,0.0,1.17,512.0,0.0,41.9,0.69,25.125,28.0,129.0,3.0,7.08,1.95,1.0,403.2,4.25,0.004,0
423,1.68,174.0,2.493,267.0,0.41,0.77,0.088,0.0,0.24,0.0,1.85,589.0,1.0,54.5,1.14,25.125,36.0,162.0,3.0,7.28,2.85,2.0,497.0,4.25,0.004,0
424,1.06,132.0,2.493,258.0,0.37,0.76,0.502,0.0,0.22,0.0,1.22,514.0,2.0,42.7,0.73,25.125,34.0,127.0,3.0,7.16,1.96,0.0,436.1,4.25,0.004,0
425,0.97,181.0,1.55,205.0,0.395,0.63,0.407,0.0,0.195,0.0,1.455,341.0,0.0,56.4,0.765,25.125,12.5,188.5,3.5,7.35,2.905,5.0,542.5,4.25,0.004,0
426,2.49,171.2,1.828,233.0,0.41,0.77,3.192,0.0,0.23,0.0,1.84,601.0,11.0,58.9,1.14,25.125,0.0,167.0,3.0,7.2,2.84,0.0,492.9,4.0,0.004,0
427,1.32,138.0,1.3,251.0,0.34,0.76,0.486,0.0,0.16,0.0,1.21,519.0,6.0,47.3,0.69,25.125,12.0,141.0,2.0,7.21,1.98,0.0,458.2,4.25,0.004,0
428,1.35,184.0,2.2,195.0,0.39,0.63,0.365,0.0,0.2,0.0,1.49,338.0,5.0,44.8,0.78,25.125,8.0,204.0,4.0,7.35,2.89,0.0,498.9,4.25,0.004,0
429,2.805,171.5,3.0,235.5,0.41,0.765,2.205,0.0,0.225,0.0,1.85,570.0,1.5,47.15,1.15,25.125,20.5,183.5,3.5,7.07,2.835,0.0,428.5,4.25,0.004,0
430,1.6475,95.0,16.416,811.0,0.25,1.35,5.825,0.0205,0.4,0.53,8.38,2168.0,10.0,31.0,1.79,43.1,33.0,291.0,6.0,5.53,5.06,8.0,300.7,4.25,0.004,3
431,1.6475,0.0,14.303,468.0,0.49,1.18,4.091,0.0316,0.26,0.74,3.61,4830.0,0.0,75.3,1.11,60.0,56.0,445.0,8.0,4.02,3.27,1.0,644.5,4.25,0.004,1
432,1.6475,10.0,12.367,808.0,0.36,0.88,4.51,0.0178,0.49,0.45,3.58,2590.0,1.0,63.3,1.04,35.6,42.0,470.0,8.0,4.62,2.96,1.0,517.0,4.25,0.004,2
433,4.59,113.0,2.508,261.0,0.35,0.76,0.523,0.0,0.16,0.0,1.18,593.0,2.0,54.5,0.67,25.125,20.0,136.0,4.0,6.84,1.96,1.0,562.5,4.25,0.004,0
434,1.6475,81.0,9.065,528.0,0.19,0.84,5.043,0.0113,0.27,0.51,2.9,2100.0,11.0,24.8,1.36,27.5,66.0,236.0,4.0,5.5,3.28,7.0,179.8,4.25,0.004,2
435,1.6475,0.0,9.584,639.0,0.38,0.88,3.591,0.0221,0.23,0.6,3.15,3937.0,0.0,37.1,1.01,161.0,80.0,375.0,3.0,4.09,2.49,2.0,300.9,4.25,0.004,1
436,1.6475,13.0,4.832,706.0,0.165,0.5,4.026,0.0,0.255,0.31,1.72,1583.0,1.0,22.95,0.805,22.8,62.0,321.5,2.5,4.73,1.645,2.0,170.85,4.25,0.004,2
437,1.6475,166.0,1.981,426.0,0.39,0.75,2.148,0.0,0.21,0.0,1.9,580.0,0.0,62.5,1.11,25.0,52.0,194.0,5.0,6.96,2.78,4.0,458.8,4.25,0.004,0
438,3.46,169.0,1.463,255.0,0.39,0.76,2.227,0.0,0.23,0.0,1.9,591.0,0.0,61.9,1.1,25.125,52.0,190.0,5.0,6.95,2.79,4.0,489.5,4.25,0.004,0
439,5.53,118.0,3.5,263.0,0.33,0.74,0.46,0.0,0.15,0.02,1.25,575.0,0.0,71.2,0.67,25.125,1.0,480.0,5.0,6.8,1.94,4.0,677.5,4.25,0.004,0
440,1.6475,89.0,8.8,524.0,0.17,0.77,5.652,0.0,0.25,0.44,2.9,1770.0,7.0,0.0,1.42,26.4,3.0,247.0,1.0,5.67,3.03,5.0,420.1,4.25,0.004,2
441,1.6475,0.0,9.8,731.0,0.34,0.82,4.178,0.0194,0.23,0.58,2.67,3550.0,3.0,15.0,1.01,44.2,14.0,341.0,4.0,4.16,2.32,1.0,250.0,4.25,0.004,1
442,1.6475,17.5,6.1,418.0,0.085,0.45,4.624,0.0,0.3,0.315,1.88,1477.0,6.5,5.95,0.91,20.75,5.0,312.0,3.5,4.85,1.545,1.0,141.65,4.25,0.004,2
443,1.6475,0.0,8.7,662.0,0.34,0.67,4.24,0.0165,0.24,0.54,1.71,3255.0,3.0,25.3,0.96,39.4,48.0,326.0,2.0,4.2,1.92,2.0,211.3,4.25,0.004,1
444,1.6475,29.0,5.8,384.0,0.1,0.43,4.268,0.0,0.31,0.3,1.72,1352.0,1.0,0.0,0.88,19.2,37.0,304.0,1.0,4.96,1.45,2.0,118.3,4.25,0.004,2
445,2.82,138.0,1.5,210.0,0.38,0.62,0.414,0.0,0.17,0.0,1.44,421.0,0.0,52.4,0.74,25.125,32.0,211.0,4.0,7.07,2.82,3.0,561.5,4.25,0.004,0
446,3.16,170.0,3.4,252.0,0.39,0.76,2.317,0.0,0.23,0.0,1.92,586.0,8.0,58.6,1.12,25.125,39.0,218.0,4.0,6.72,2.81,5.0,420.9,3.25,0.004,0
447,1.6475,79.0,8.6,409.0,0.14,0.65,5.581,0.0,0.29,0.4,2.2,1472.0,5.0,0.0,1.34,22.4,15.0,217.0,2.0,5.71,2.49,8.0,117.8,4.25,0.004,2
448,1.6475,0.0,10.0,621.0,0.34,0.63,4.797,0.0145,0.22,0.53,1.32,3144.0,1.0,14.2,0.95,36.7,22.0,293.0,3.0,4.23,1.83,4.0,224.7,4.25,0.004,1
449,1.6475,20.0,6.2,339.0,0.1,0.4,4.555,0.0,0.33,0.27,1.68,1286.0,4.0,0.0,0.87,18.5,17.0,282.0,2.0,4.94,1.35,5.0,125.8,4.25,0.004,2
450,1.6475,163.5,3.9,246.5,0.385,0.745,2.2135,0.0,0.24,0.0,1.87,587.5,13.0,43.85,1.1,25.15,14.0,224.5,5.5,6.65,2.765,9.5,467.35,4.25,0.004,0
451,1.6475,72.0,7.7,411.0,0.16,0.61,5.096,0.0,0.3,0.37,1.98,1472.0,2.0,0.0,1.26,21.1,30.0,204.0,4.0,5.68,2.32,7.0,117.8,4.25,0.004,2
452,1.6475,0.0,8.4,554.0,0.34,0.53,4.416,0.0,0.22,0.47,1.12,1449.0,0.0,21.0,0.89,33.7,43.0,272.0,4.0,4.25,1.51,4.0,221.1,4.25,0.004,2
453,1.6475,15.0,5.2,323.0,0.11,0.38,4.062,0.0,0.29,0.24,1.62,1237.0,0.0,0.0,0.85,17.9,32.0,236.0,4.0,4.29,1.27,4.0,115.2,4.25,0.004,2
454,2.25,182.0,3.4,206.0,0.38,0.63,0.645,0.2013,0.19,0.03,1.41,345.0,0.0,43.2,0.72,25.125,28.0,270.0,4.0,6.74,2.9,4.0,480.3,4.25,0.004,0
455,3.58,128.0,3.3,279.0,0.34,0.76,0.718,0.0,0.19,0.03,1.26,541.0,1.0,60.4,0.66,25.125,17.0,228.0,4.0,6.52,2.08,4.0,555.0,4.25,0.004,0
456,3.04,169.0,3.9,271.0,0.38,0.75,2.532,0.0147,0.24,0.05,1.9,555.0,34.0,46.7,1.11,25.125,30.0,250.0,4.0,6.6,2.81,7.0,393.9,4.25,0.004,0
457,1.6475,75.0,8.3,437.0,0.2,0.65,5.574,0.0,0.36,0.4,2.2,1449.0,8.0,16.8,1.48,22.6,43.0,224.0,4.0,5.84,2.58,6.0,257.6,4.25,0.004,2
458,1.6475,20.0,5.5,385.0,0.13,0.38,4.436,0.0,0.34,0.28,1.59,1229.0,7.0,0.0,0.92,18.0,42.0,274.0,4.0,5.0,1.31,5.0,131.4,4.25,0.004,2
459,1.6475,164.0,4.3,289.0,0.42,0.75,2.368,0.0,0.24,0.04,1.9,574.0,33.0,36.1,1.14,25.6,38.0,262.0,4.0,6.6,2.85,7.0,432.1,4.25,0.004,0
460,0.98,160.6,1.3,284.91,0.41,0.81,2.566,0.0,0.24,0.03,2.04,554.0,68.4,32.0,1.02,25.125,2.85,281.0,4.0,6.47,2.72,0.6,308.0,4.125,0.004,0
461,1.6475,105.6,5.0,422.03,0.41,0.66,4.507,0.0,0.24,0.26,1.71,1176.0,29.9,22.0,1.19,28.1,10.24,226.0,2.0,5.99,2.19,1.8,174.0,4.25,0.004,2
462,1.6475,0.0,8.2,500.1,0.53,0.26,4.255,0.0,0.14,0.29,0.68,2130.0,2.0,37.0,0.65,16.1,13.46,259.0,4.0,4.27,0.78,3.5,451.0,4.25,0.004,2
463,1.6475,24.6,4.3,361.7,0.23,0.37,3.434,0.0,0.18,0.22,1.73,974.0,39.5,15.0,0.65,21.5,17.42,248.0,3.0,5.2,1.05,2.1,181.0,4.25,0.004,2
464,1.51,171.8,1.1,220.23,0.36,0.65,0.887,0.1055,0.19,0.0,1.58,310.0,53.2,40.0,0.65,25.125,12.52,291.0,6.0,6.64,2.74,2.5,353.0,5.5,0.004,0
465,1.6475,95.0,6.6,577.0,0.44,0.64,4.673,0.0,0.24,0.27,1.82,1220.0,23.6,14.0,1.37,23.5,27.78,248.0,3.0,4.34,2.37,2.9,150.0,4.25,0.004,2
466,1.6475,0.0,10.1,692.981,0.5,0.27,4.582,0.0,0.15,0.4,0.73,2129.0,0.5,55.0,0.73,26.0,40.55,278.0,7.0,5.1,0.74,4.8,450.0,4.25,0.004,2
467,1.6475,156.9,2.3,375.4995,0.355,0.685,2.5155,0.0,0.285,0.03,2.045,554.5,51.75,43.5,1.03,24.75,25.785,240.5,4.0,6.67,2.52,2.65,353.5,4.25,0.004,0
468,1.6475,140.6,8.7,449.836,0.43,0.67,4.694,0.0,0.18,0.2,1.95,1240.0,7.6,23.0,1.55,25.125,20.57,212.0,2.0,6.27,2.51,2.7,155.0,4.25,0.004,3
469,1.6475,0.0,13.1,577.399,0.47,0.3,5.035,0.0,0.15,0.45,0.71,2156.0,0.0,47.0,0.79,26.5,61.25,265.0,6.0,4.37,0.83,6.0,450.0,4.25,0.004,1
470,1.6475,26.6,6.2,383.261,0.15,0.35,3.683,0.0,0.2,0.25,1.95,1091.0,35.2,29.0,0.82,17.0,21.71,278.0,3.0,5.08,1.11,2.7,193.0,4.25,0.004,2
471,1.6475,161.4,3.95,256.9095,0.385,0.685,2.5085,0.0,0.245,0.03,2.14,563.0,30.25,47.5,1.06,25.25,13.87,196.5,4.5,6.94,2.52,1.9,430.0,4.25,0.004,0
472,3.07,162.0,4.2,250.579,0.37,0.68,2.524,0.0,0.24,0.0,2.14,572.0,24.5,59.0,1.03,25.125,3.36,193.0,4.0,7.01,2.52,1.3,510.0,2.75,0.004,0
473,2.35,176.2,3.7,194.115,0.33,0.55,0.799,0.043,0.23,0.0,1.56,332.0,0.0,62.0,0.69,25.125,6.73,209.0,6.0,7.21,2.54,1.4,480.0,3.0,0.004,0
474,2.06,123.6,2.4,234.7,0.34,0.69,0.843,0.0,0.21,0.02,1.45,525.0,0.59,60.0,0.64,25.125,6.27,141.0,4.0,5.4,1.78,0.6,556.0,4.25,0.004,0
475,1.6475,120.0,6.6,438.1,0.34,0.62,4.429,0.026,0.18,0.31,1.54,1411.0,9.13,12.0,1.42,23.0,3.56,229.0,2.0,6.02,2.34,1.7,208.0,4.25,0.004,2
476,1.6475,0.0,9.6,503.4,0.43,0.3,4.133,0.0191,0.14,0.43,0.56,2339.0,1.1,47.0,0.78,28.0,38.72,252.0,6.0,4.34,0.81,5.6,496.0,4.25,0.004,1
477,1.6475,159.6,2.1,246.15,0.38,0.665,2.458,0.0,0.26,0.0,2.09,566.5,21.375,60.5,1.05,24.25,13.31,170.0,4.5,7.11,2.445,1.25,624.5,4.25,0.004,0
478,1.12,171.4,2.4,212.1,0.37,0.55,0.747,0.0,0.19,0.0,1.43,311.0,2.05,43.0,0.69,25.125,12.2,200.0,3.0,7.25,2.55,0.9,415.0,5.0,0.004,0
479,1.6475,162.8,8.0,489.5,0.43,0.74,4.512,0.0,0.14,0.31,1.58,1373.0,5.0,17.0,1.62,26.5,13.87,293.0,2.0,6.25,2.76,2.2,227.0,4.25,0.004,3
480,1.6475,0.0,48.9,669.3,0.46,0.32,4.675,0.0,0.16,0.44,0.52,2367.0,1.77,106.0,0.88,28.0,72.0,275.0,7.0,4.35,0.88,7.0,1745.0,4.25,0.004,1
481,1.6475,28.6,4.8,388.2,0.09,0.34,3.372,0.0,0.15,0.26,1.68,1224.0,17.5,17.0,0.81,17.5,15.19,346.0,1.0,5.07,1.14,2.3,236.0,4.25,0.004,2
482,1.6475,158.8,2.4,274.0,0.445,0.645,2.249,0.0,0.245,0.0,2.045,586.5,4.705,69.0,1.055,25.25,12.49,173.5,4.5,7.18,2.375,1.15,772.0,4.25,0.004,0
483,3.95,162.0,2.9,255.55,0.36,0.64,2.3635,0.0,0.23,0.0,1.975,578.0,5.07,64.0,1.035,25.125,21.24,170.5,3.5,7.17,2.355,1.5,542.0,4.25,0.004,0
484,2.065,121.2,3.25,271.1,0.305,0.635,0.7795,0.0,0.185,0.0,1.37,531.0,4.155,50.5,0.63,25.125,22.18,136.0,4.5,7.08,1.66,0.7,433.5,4.25,0.004,0
485,1.6475,108.8,8.5,396.6,0.27,0.6,4.555,0.0,0.1,0.39,1.08,1733.0,4.2,24.0,1.23,25.125,22.09,263.0,2.0,5.86,2.36,2.4,241.0,4.25,0.004,2
486,1.6475,0.0,9.2,342.7,0.38,0.31,3.697,0.0149,0.13,0.39,0.31,2440.0,0.51,26.0,0.81,25.125,25.69,284.0,3.0,4.3,0.86,3.8,341.0,4.25,0.004,2
487,1.6475,170.1,2.9,239.4,0.495,0.32,2.3475,0.525,0.26,0.185,1.985,586.0,3.3,55.0,1.695,25.125,20.495,166.0,3.5,7.17,2.325,1.2,588.5,4.25,0.004,0
488,1.05,174.0,3.1,174.1315,0.335,0.58,0.629,0.0,0.195,0.0,1.645,332.5,3.1,37.5,0.66,25.125,9.195,202.0,2.0,7.37,2.7,0.85,359.5,4.25,0.004,0
489,1.6475,178.4,10.4,487.598,0.35,0.89,5.104,0.0,0.15,0.44,0.12,1630.0,7.99,14.0,1.48,27.0,13.54,306.0,1.0,6.3,3.43,2.7,147.0,4.25,0.004,3
490,1.6475,0.0,8.4,502.818,0.33,0.34,4.289,0.0,0.13,0.41,0.26,2521.0,7.47,17.0,0.83,27.5,35.2,282.0,1.0,4.33,1.02,6.2,249.0,4.25,0.004,1
491,1.6475,159.1,3.1,241.5875,0.35,33.835,2.29,0.0,0.235,0.0,2.045,598.5,2.435,50.0,0.99,23.75,25.83,167.5,3.0,7.2,2.495,1.45,475.5,4.25,0.004,0
492,1.82,163.0,3.1,239.832,0.35,0.67,2.384,0.0,0.26,0.0,2.05,615.0,2.37,56.0,0.95,25.125,9.4,166.0,3.0,7.17,2.52,1.0,467.0,4.25,0.004,0
493,1.69,124.4,4.1,263.132,0.3,0.67,0.738,0.0,0.19,0.0,1.27,536.0,0.34,32.0,0.59,25.125,15.12,147.0,3.0,7.12,1.77,0.7,351.0,4.25,0.004,0
494,1.6475,251.2,14.8,600.6925,0.375,1.175,5.685,0.0,0.125,0.575,0.815,1819.5,8.62,7.0,1.755,32.5,24.1,332.5,2.0,6.51,4.415,2.8,179.5,4.25,0.004,3
495,1.6475,0.0,11.1,656.294,0.48,0.42,5.381,0.0,0.19,0.5,0.16,2811.0,4.1,18.0,0.99,28.5,53.19,286.0,2.0,4.33,1.26,8.0,194.0,4.25,0.004,1
496,1.6475,41.8,8.6,527.15,0.18,0.4,3.777,0.0,0.23,0.33,0.96,1513.0,6.43,0.0,0.83,16.5,25.6,435.0,1.0,5.02,1.4,2.1,194.0,4.25,0.004,2
497,1.6475,157.6,4.3,262.836,0.39,0.71,2.321,0.0,0.27,0.0,1.84,610.0,0.98,37.0,1.08,23.5,23.88,168.0,2.0,7.18,2.57,1.4,388.0,4.25,0.004,0
498,1.6475,194.0,19.8,826.7,0.51,1.45,5.774,0.0,0.13,0.81,0.59,2055.0,8.5,12.0,1.83,39.0,18.9,384.0,2.0,6.48,5.51,2.0,255.0,4.25,0.004,3
499,1.6475,162.2,4.2,317.2,0.41,0.7,2.361,0.0,0.29,0.0,2.0,646.0,1.7,55.0,1.08,24.5,10.4,158.0,3.0,7.16,2.57,0.8,620.0,4.25,0.004,0
500,0.73,173.4,3.7,215.5,0.35,0.57,0.661,0.0,0.19,0.0,1.56,363.0,1.7,27.0,0.64,25.125,23.1,187.0,2.0,7.14,2.67,1.7,280.0,7.75,0.004,0
501,1.345,164.5,2.75,285.6,0.365,0.68,2.9795,0.0,0.265,0.0,1.965,609.5,1.8,40.5,0.97,25.125,21.7,170.0,3.0,7.02,2.51,1.7,405.0,5.0,0.004,0
502,1.03,127.5,2.4,288.35,0.28,0.67,0.9835,0.0,0.205,0.0,1.195,556.5,2.95,31.5,0.58,25.125,18.2,148.5,3.0,7.0,1.745,0.6,379.5,4.25,0.004,0
503,1.6475,166.9,12.65,700.0,0.205,0.905,6.4535,0.0,0.15,0.59,0.75,2035.5,14.0,31.5,1.27,28.25,28.9,335.0,4.5,5.88,3.635,2.85,298.0,4.25,0.004,3
504,1.6475,0.0,8.8,713.7,0.25,0.48,6.426,0.0,0.12,0.52,0.07,3591.0,0.6,28.0,0.88,35.5,43.3,342.0,3.0,3.99,1.45,6.6,341.0,4.25,0.004,1
505,1.6475,34.0,9.5,674.6,0.06,0.5,6.309,0.0,0.28,0.54,0.52,2200.0,5.1,37.0,0.79,25.125,50.7,382.0,4.0,4.81,1.89,3.3,356.0,4.25,0.004,2
506,1.6475,159.0,2.6,302.3,0.36,0.68,1.815,0.0,0.28,0.0,1.88,607.0,1.9,46.0,0.99,24.5,24.5,160.0,3.0,7.09,2.48,1.3,460.0,4.25,0.004,0
507,0.945,167.6,2.1,209.25,0.31,0.535,0.595,0.0,0.185,0.0,1.395,370.0,1.7,30.5,0.615,25.125,12.95,179.5,2.0,6.98,2.475,0.95,403.0,4.25,0.004,0
508,1.6475,136.4,10.4,668.85,0.22,0.81,4.958,0.0178,0.085,0.625,0.745,2044.0,4.95,31.5,1.065,24.75,31.05,300.0,2.5,5.72,3.365,3.9,271.0,4.25,0.004,2
509,1.6475,13.4,4.9,460.5,0.03,0.38,3.913,0.0,0.07,0.3,1.11,1674.0,3.7,0.0,0.62,17.5,29.8,316.0,1.0,4.64,1.37,2.8,113.0,4.25,0.004,2
510,1.6475,141.2,2.3,292.5,0.3,0.58,2.169,0.0,0.25,0.02,1.5,736.0,2.1,48.0,0.89,22.9,17.4,155.0,4.0,6.64,2.12,1.7,425.0,4.25,0.004,0
511,1.78,141.4,2.2,275.2,0.48,0.77,2.288,0.0,0.22,0.0,1.74,692.0,2.2,39.15,1.26,25.125,13.6,152.0,4.0,6.84,2.66,1.1,454.25,2.75,0.004,0
512,1.6475,196.4,13.0,734.1,0.32,0.99,5.613,0.0181,0.1,0.79,0.47,2175.0,8.5,35.0,1.22,28.0,20.5,315.0,2.0,6.02,3.98,2.5,315.0,4.25,0.004,3
513,1.6475,0.0,7.3,616.3,0.25,0.36,4.281,0.0145,0.07,0.48,0.14,2873.0,0.9,12.0,0.75,32.5,31.0,317.0,1.0,4.34,1.08,5.8,184.0,4.25,0.004,1
514,1.6475,20.6,6.3,465.0,0.03,0.43,4.43,0.0,0.06,0.39,0.88,1629.0,2.7,25.0,0.75,17.0,24.0,330.0,1.0,4.81,1.57,2.3,149.0,4.25,0.004,2
515,1.6475,136.3,2.5,279.5,0.335,0.64,2.2075,0.0,0.195,0.02,1.58,749.0,2.1,61.5,0.93,22.5,15.6,156.0,3.5,6.75,2.29,1.35,502.5,4.25,0.004,0
